Iterations,6,7,8,9,10,11,12,13
1,2629.0,2639.0,2564.0,2921.0,2523.0,2751.0,2865.0,
3,4243.0,4532.0,4564.0,5860.0,4946.0,6927.0,7033.0,
5,6053.0,7406.0,6923.0,11148.0,14905.0,18271.0,21520.0,
7,7850.0,11138.0,9291.0,20967.0,56482.0,44575.0,74133.0,
9,9635.0,15884.0,11643.0,39225.0,223606.0,101567.0,257305.0,
11,11409.0,21661.0,14027.0,72466.0,901453.0,219327.0,890524.0,
12,12367.0,24919.0,15163.0,98051.0,1807334.0,318931.0,1650543.0,544165.0
